"company_id" "name" "country" "category" "sales" "profits" "assets" "marketvalue" "level" "jobfamily" "years_professional_experience" "years_in_position" "sex" "total_compensation" "variable_compensation" "base_salary"
"187" 1165 "Synthes-Stratec" "Switzerland" "Health care equipment & services" 1.13 0.28 1.53 11.54 "Expert" "Sales" 29 22 "Male" 105350 16821 88529
"188" 1165 "Synthes-Stratec" "Switzerland" "Health care equipment & services" 1.13 0.28 1.53 11.54 "Senior" "IT" 22 22 "Male" 140300 16042 124258
"189" 1165 "Synthes-Stratec" "Switzerland" "Health care equipment & services" 1.13 0.28 1.53 11.54 "Senior" "IT" 40 36 "Male" 97150 6714 90436
"190" 1165 "Synthes-Stratec" "Switzerland" "Health care equipment & services" 1.13 0.28 1.53 11.54 "Expert" "Sales" 19 6 "Female" 104542 16946 87596
"191" 1165 "Synthes-Stratec" "Switzerland" "Health care equipment & services" 1.13 0.28 1.53 11.54 "Senior" "IT" 30 26 "Male" 136660 13513 123147
"192" 1178 "Hypo Real Estate Holding" "Germany" "Diversified financials" 0.87 0.02 183.47 3.97 "Senior" "Sales" 20 18 "Male" 104800 13931 90869
"193" 1178 "Hypo Real Estate Holding" "Germany" "Diversified financials" 0.87 0.02 183.47 3.97 "Senior" "Sales" 16 9 "Male" 106639 16116 90523
"194" 1178 "Hypo Real Estate Holding" "Germany" "Diversified financials" 0.87 0.02 183.47 3.97 "Expert" "Sales" 10 7 "Male" 105631 21364 84267
"195" 1178 "Hypo Real Estate Holding" "Germany" "Diversified financials" 0.87 0.02 183.47 3.97 "Senior" "IT" 56 57 "Male" 76840 7024 69816
"196" 1178 "Hypo Real Estate Holding" "Germany" "Diversified financials" 0.87 0.02 183.47 3.97 "Junior" "Sales" 5 5 "Male" 91227 13269 77958
"197" 1178 "Hypo Real Estate Holding" "Germany" "Diversified financials" 0.87 0.02 183.47 3.97 "Senior" "Sales" 20 20 "Male" 163200 27039 136161
"198" 1178 "Hypo Real Estate Holding" "Germany" "Diversified financials" 0.87 0.02 183.47 3.97 "Senior" "IT" 28 23 "Male" 128800 9518 119282
"199" 1178 "Hypo Real Estate Holding" "Germany" "Diversified financials" 0.87 0.02 183.47 3.97 "Junior" "IT" 2 0 "Male" 85000 4346 80654
"200" 1178 "Hypo Real Estate Holding" "Germany" "Diversified financials" 0.87 0.02 183.47 3.97 "Senior" "Sales" 23 15 "Male" 124714 19180 105534
"201" 1178 "Hypo Real Estate Holding" "Germany" "Diversified financials" 0.87 0.02 183.47 3.97 "Senior" "IT" 43 40 "Male" 101036 10159 90877
"202" 1184 "Verbund-Austrian Electric" "Austria" "Utilities" 2.18 0.16 7.27 4.28 "Expert" "Sales" 6 6 "Male" 97000 24258 72742
"203" 1184 "Verbund-Austrian Electric" "Austria" "Utilities" 2.18 0.16 7.27 4.28 "Senior" "Sales" 19 19 "Male" 94384 17694 76690
"204" 1184 "Verbund-Austrian Electric" "Austria" "Utilities" 2.18 0.16 7.27 4.28 "Junior" "Sales" 6 2 "Male" 88825 17902 70923
"205" 1184 "Verbund-Austrian Electric" "Austria" "Utilities" 2.18 0.16 7.27 4.28 "Senior" "IT" 24 22 "Male" 97262 9639 87623
"206" 1184 "Verbund-Austrian Electric" "Austria" "Utilities" 2.18 0.16 7.27 4.28 "Senior" "Sales" 26 19 "Male" 176500 35145 141355
"207" 1184 "Verbund-Austrian Electric" "Austria" "Utilities" 2.18 0.16 7.27 4.28 "Junior" "Sales" 4 4 "Male" 92700 14796 77904
"208" 1184 "Verbund-Austrian Electric" "Austria" "Utilities" 2.18 0.16 7.27 4.28 "Senior" "IT" 19 6 "Male" 96200 5828 90372
"209" 1184 "Verbund-Austrian Electric" "Austria" "Utilities" 2.18 0.16 7.27 4.28 "Senior" "IT" 24 18 "Male" 107100 5483 101617
"210" 1184 "Verbund-Austrian Electric" "Austria" "Utilities" 2.18 0.16 7.27 4.28 "Senior" "Sales" 46 45 "Male" 67559 15465 52094
"211" 1184 "Verbund-Austrian Electric" "Austria" "Utilities" 2.18 0.16 7.27 4.28 "Senior" "IT" 49 40 "Male" 88709 6944 81765
"212" 1184 "Verbund-Austrian Electric" "Austria" "Utilities" 2.18 0.16 7.27 4.28 "Senior" "IT" 25 15 "Male" 95329 8607 86722
"213" 1187 "mg technologies" "Germany" "Chemicals" 8.54 -0.13 6.45 3.18 "Junior" "Sales" 4 2 "Female" 80225 16621 63604
"214" 1187 "mg technologies" "Germany" "Chemicals" 8.54 -0.13 6.45 3.18 "Senior" "Sales" 35 34 "Male" 92391 18333 74058
"215" 1187 "mg technologies" "Germany" "Chemicals" 8.54 -0.13 6.45 3.18 "Junior" "IT" 3 1 "Male" 72500 4138 68362
"216" 1187 "mg technologies" "Germany" "Chemicals" 8.54 -0.13 6.45 3.18 "Junior" "Sales" 4 4 "Male" 92000 10356 81644
"217" 1187 "mg technologies" "Germany" "Chemicals" 8.54 -0.13 6.45 3.18 "Senior" "Sales" 22 9 "Male" 180000 36198 143802
"218" 1187 "mg technologies" "Germany" "Chemicals" 8.54 -0.13 6.45 3.18 "Senior" "IT" 39 38 "Male" 133900 18284 115616
"219" 1187 "mg technologies" "Germany" "Chemicals" 8.54 -0.13 6.45 3.18 "Senior" "IT" 47 44 "Male" 89650 6846 82804
"220" 1187 "mg technologies" "Germany" "Chemicals" 8.54 -0.13 6.45 3.18 "Senior" "IT" 31 28 "Male" 122500 11147 111353
"221" 1187 "mg technologies" "Germany" "Chemicals" 8.54 -0.13 6.45 3.18 "Senior" "Sales" 41 27 "Male" 142023 30549 111474
"222" 1187 "mg technologies" "Germany" "Chemicals" 8.54 -0.13 6.45 3.18 "Senior" "IT" 15 9 "Male" 114330 9495 104835
"223" 1228 "Rheinmetall" "Germany" "Conglomerates" 4.8 0.26 4.22 1.31 "Junior" "Sales" 7 2 "Male" 79800 11259 68541
"224" 1228 "Rheinmetall" "Germany" "Conglomerates" 4.8 0.26 4.22 1.31 "Senior" "Sales" 28 28 "Male" 126621 17863 108758
"225" 1228 "Rheinmetall" "Germany" "Conglomerates" 4.8 0.26 4.22 1.31 "Expert" "Sales" 9 7 "Male" 107008 17545 89463
"226" 1228 "Rheinmetall" "Germany" "Conglomerates" 4.8 0.26 4.22 1.31 "Senior" "IT" 32 30 "Male" 113278 14967 98311
"227" 1228 "Rheinmetall" "Germany" "Conglomerates" 4.8 0.26 4.22 1.31 "Senior" "Sales" 18 19 "Male" 130664 33295 97369
"228" 1228 "Rheinmetall" "Germany" "Conglomerates" 4.8 0.26 4.22 1.31 "Senior" "Sales" 35 33 "Male" 162200 23551 138649
"229" 1228 "Rheinmetall" "Germany" "Conglomerates" 4.8 0.26 4.22 1.31 "Senior" "IT" 17 11 "Female" 90450 11115 79335
"230" 1228 "Rheinmetall" "Germany" "Conglomerates" 4.8 0.26 4.22 1.31 "Expert" "IT" 8 6 "Male" 88650 9968 78682
"231" 1228 "Rheinmetall" "Germany" "Conglomerates" 4.8 0.26 4.22 1.31 "Senior" "Sales" 24 15 "Female" 161101 30036 131065
"232" 1228 "Rheinmetall" "Germany" "Conglomerates" 4.8 0.26 4.22 1.31 "Senior" "IT" 30 30 "Male" 138771 19310 119461
"233" 1276 "Julius Baer Holding" "Switzerland" "Diversified financials" 1.07 0.13 8.99 4.22 "Senior" "Sales" 13 9 "Male" 117256 23212 94044
"234" 1276 "Julius Baer Holding" "Switzerland" "Diversified financials" 1.07 0.13 8.99 4.22 "Senior" "Sales" 45 45 "Male" 146856 22615 124241
"235" 1276 "Julius Baer Holding" "Switzerland" "Diversified financials" 1.07 0.13 8.99 4.22 "Senior" "IT" 20 16 "Male" 112429 10269 102160
"236" 1276 "Julius Baer Holding" "Switzerland" "Diversified financials" 1.07 0.13 8.99 4.22 "Junior" "Sales" 4 3 "Male" 95079 27603 67476
"237" 1276 "Julius Baer Holding" "Switzerland" "Diversified financials" 1.07 0.13 8.99 4.22 "Expert" "Sales" 28 28 "Male" 106300 13692 92608
"238" 1276 "Julius Baer Holding" "Switzerland" "Diversified financials" 1.07 0.13 8.99 4.22 "Expert" "IT" 9 7 "Male" 70000 6431 63569
"239" 1276 "Julius Baer Holding" "Switzerland" "Diversified financials" 1.07 0.13 8.99 4.22 "Senior" "IT" 43 43 "Male" 143940 12010 131930
"240" 1276 "Julius Baer Holding" "Switzerland" "Diversified financials" 1.07 0.13 8.99 4.22 "Senior" "IT" 33 31 "Male" 111350 10581 100769
"241" 1276 "Julius Baer Holding" "Switzerland" "Diversified financials" 1.07 0.13 8.99 4.22 "Senior" "Sales" 32 35 "Male" 150376 44654 105722
"242" 1276 "Julius Baer Holding" "Switzerland" "Diversified financials" 1.07 0.13 8.99 4.22 "Senior" "IT" 44 44 "Male" 105000 6907 98093
"243" 1365 "Clariant" "Switzerland" "Chemicals" 6.39 -0.47 5.91 2.62 "Expert" "Sales" 12 8 "Male" 119800 22971 96829
"244" 1365 "Clariant" "Switzerland" "Chemicals" 6.39 -0.47 5.91 2.62 "Junior" "Sales" 1 1 "Male" 70768 15162 55606
"245" 1365 "Clariant" "Switzerland" "Chemicals" 6.39 -0.47 5.91 2.62 "Senior" "Sales" 25 25 "Male" 172272 31814 140458
"246" 1365 "Clariant" "Switzerland" "Chemicals" 6.39 -0.47 5.91 2.62 "Junior" "IT" 2 0 "Female" 72500 8433 64067
"247" 1365 "Clariant" "Switzerland" "Chemicals" 6.39 -0.47 5.91 2.62 "Senior" "Sales" 16 16 "Male" 167284 29003 138281
"248" 1365 "Clariant" "Switzerland" "Chemicals" 6.39 -0.47 5.91 2.62 "Senior" "Sales" 21 2 "Male" 96545 28943 67602
"249" 1365 "Clariant" "Switzerland" "Chemicals" 6.39 -0.47 5.91 2.62 "Senior" "IT" 19 23 "Male" 84273 7816 76457
"250" 1365 "Clariant" "Switzerland" "Chemicals" 6.39 -0.47 5.91 2.62 "Senior" "IT" 45 43 "Male" 155865 20611 135254
"251" 1365 "Clariant" "Switzerland" "Chemicals" 6.39 -0.47 5.91 2.62 "Expert" "Sales" 13 11 "Male" 126431 24150 102281
"252" 1365 "Clariant" "Switzerland" "Chemicals" 6.39 -0.47 5.91 2.62 "Senior" "IT" 23 15 "Female" 109646 9369 100277
"253" 1408 "Wiener Stadtische" "Austria" "Insurance" 3.58 -0.02 11.71 2.39 "Junior" "Sales" 4 2 "Male" 80225 13269 66956
"254" 1408 "Wiener Stadtische" "Austria" "Insurance" 3.58 -0.02 11.71 2.39 "Senior" "Sales" 29 19 "Male" 100131 16614 83517
"255" 1408 "Wiener Stadtische" "Austria" "Insurance" 3.58 -0.02 11.71 2.39 "Expert" "IT" 19 16 "Male" 82100 13215 68885
"256" 1408 "Wiener Stadtische" "Austria" "Insurance" 3.58 -0.02 11.71 2.39 "Senior" "Sales" 14 12 "Male" 128148 25877 102271
"257" 1408 "Wiener Stadtische" "Austria" "Insurance" 3.58 -0.02 11.71 2.39 "Senior" "Sales" 25 19 "Male" 153750 23923 129827
"258" 1408 "Wiener Stadtische" "Austria" "Insurance" 3.58 -0.02 11.71 2.39 "Senior" "IT" 16 11 "Male" 88175 10258 77917
"259" 1408 "Wiener Stadtische" "Austria" "Insurance" 3.58 -0.02 11.71 2.39 "Senior" "IT" 14 10 "Male" 104350 13366 90984
"260" 1408 "Wiener Stadtische" "Austria" "Insurance" 3.58 -0.02 11.71 2.39 "Junior" "IT" 7 4 "Male" 74500 8057 66443
"261" 1408 "Wiener Stadtische" "Austria" "Insurance" 3.58 -0.02 11.71 2.39 "Senior" "Sales" 15 10 "Male" 107986 7847 100139
"262" 1408 "Wiener Stadtische" "Austria" "Insurance" 3.58 -0.02 11.71 2.39 "Senior" "IT" 27 21 "Male" 125192 7903 117289
"263" 1477 "Nurnberger Beteiligungs" "Germany" "Insurance" 3 -0.03 15.97 0.93 "Senior" "Sales" 19 18 "Male" 139750 26525 113225
"264" 1477 "Nurnberger Beteiligungs" "Germany" "Insurance" 3 -0.03 15.97 0.93 "Expert" "Sales" 9 9 "Male" 100938 17485 83453
"265" 1477 "Nurnberger Beteiligungs" "Germany" "Insurance" 3 -0.03 15.97 0.93 "Junior" "Sales" 3 1 "Male" 86100 9532 76568
"266" 1477 "Nurnberger Beteiligungs" "Germany" "Insurance" 3 -0.03 15.97 0.93 "Senior" "IT" 39 36 "Male" 117515 13956 103559
"267" 1477 "Nurnberger Beteiligungs" "Germany" "Insurance" 3 -0.03 15.97 0.93 "Expert" "Sales" 12 18 "Male" 113341 12624 100717
"268" 1477 "Nurnberger Beteiligungs" "Germany" "Insurance" 3 -0.03 15.97 0.93 "Expert" "Sales" 9 7 "Male" 113600 19129 94471
"269" 1477 "Nurnberger Beteiligungs" "Germany" "Insurance" 3 -0.03 15.97 0.93 "Junior" "IT" 8 3 "Male" 69700 6381 63319
"270" 1477 "Nurnberger Beteiligungs" "Germany" "Insurance" 3 -0.03 15.97 0.93 "Junior" "IT" 8 4 "Male" 74000 9543 64457
"271" 1477 "Nurnberger Beteiligungs" "Germany" "Insurance" 3 -0.03 15.97 0.93 "Senior" "IT" 29 19 "Male" 94350 12768 81582
"272" 1477 "Nurnberger Beteiligungs" "Germany" "Insurance" 3 -0.03 15.97 0.93 "Senior" "Sales" 38 38 "Male" 93519 16961 76558
"273" 1477 "Nurnberger Beteiligungs" "Germany" "Insurance" 3 -0.03 15.97 0.93 "Senior" "IT" 40 19 "Male" 166605 19338 147267
"274" 1483 "SGS" "Switzerland" "Business services & supplies" 1.98 0.18 1.63 4.6 "Senior" "IT" 38 34 "Male" 103450 10042 93408
"275" 1483 "SGS" "Switzerland" "Business services & supplies" 1.98 0.18 1.63 4.6 "Senior" "Sales" 23 21 "Male" 117704 25254 92450
"276" 1483 "SGS" "Switzerland" "Business services & supplies" 1.98 0.18 1.63 4.6 "Junior" "Sales" 4 0 "Male" 84000 13135 70865
"277" 1483 "SGS" "Switzerland" "Business services & supplies" 1.98 0.18 1.63 4.6 "Senior" "IT" 35 25 "Male" 168635 19142 149493
"278" 1483 "SGS" "Switzerland" "Business services & supplies" 1.98 0.18 1.63 4.6 "Senior" "Sales" 20 20 "Male" 134185 18845 115340
"279" 1483 "SGS" "Switzerland" "Business services & supplies" 1.98 0.18 1.63 4.6 "Senior" "Sales" 15 7 "Male" 128400 19758 108642
"280" 1483 "SGS" "Switzerland" "Business services & supplies" 1.98 0.18 1.63 4.6 "Senior" "IT" 20 8 "Male" 102000 10627 91373
"281" 1483 "SGS" "Switzerland" "Business services & supplies" 1.98 0.18 1.63 4.6 "Senior" "IT" 33 7 "Male" 174500 19749 154751
"282" 1483 "SGS" "Switzerland" "Business services & supplies" 1.98 0.18 1.63 4.6 "Senior" "Sales" 23 23 "Male" 134778 28171 106607
"283" 1483 "SGS" "Switzerland" "Business services & supplies" 1.98 0.18 1.63 4.6 "Senior" "IT" 35 30 "Male" 131950 19691 112259
"284" 1765 "Kuhne & Nagel Intl" "Switzerland" "Transportation" 4.46 0 1.91 2.91 "Senior" "Sales" 22 21 "Male" 155750 44535 111215
"285" 1765 "Kuhne & Nagel Intl" "Switzerland" "Transportation" 4.46 0 1.91 2.91 "Junior" "Sales" 8 3 "Male" 73266 17108 56158
"286" 1765 "Kuhne & Nagel Intl" "Switzerland" "Transportation" 4.46 0 1.91 2.91 "Senior" "IT" 12 0 "Female" 105000 9618 95382
"287" 1765 "Kuhne & Nagel Intl" "Switzerland" "Transportation" 4.46 0 1.91 2.91 "Expert" "Sales" 12 10 "Female" 103994 27659 76335
"288" 1765 "Kuhne & Nagel Intl" "Switzerland" "Transportation" 4.46 0 1.91 2.91 "Senior" "Sales" 19 18 "Male" 122100 23404 98696
"289" 1765 "Kuhne & Nagel Intl" "Switzerland" "Transportation" 4.46 0 1.91 2.91 "Expert" "IT" 26 24 "Female" 73300 9128 64172
"290" 1765 "Kuhne & Nagel Intl" "Switzerland" "Transportation" 4.46 0 1.91 2.91 "Senior" "IT" 42 40 "Male" 143250 16285 126965
"291" 1765 "Kuhne & Nagel Intl" "Switzerland" "Transportation" 4.46 0 1.91 2.91 "Senior" "IT" 22 15 "Male" 166800 11514 155286
"292" 1765 "Kuhne & Nagel Intl" "Switzerland" "Transportation" 4.46 0 1.91 2.91 "Junior" "Sales" 4 3 "Male" 80139 10569 69570
"293" 1765 "Kuhne & Nagel Intl" "Switzerland" "Transportation" 4.46 0 1.91 2.91 "Senior" "IT" 29 15 "Male" 109305 6456 102849
"294" 1833 "Salzgitter" "Germany" "Materials" 4.98 0.07 3.99 0.78 "Junior" "Sales" 7 4 "Male" 86373 10813 75560
"295" 1833 "Salzgitter" "Germany" "Materials" 4.98 0.07 3.99 0.78 "Senior" "Sales" 17 3 "Male" 150480 18279 132201
"296" 1833 "Salzgitter" "Germany" "Materials" 4.98 0.07 3.99 0.78 "Senior" "IT" 21 9 "Male" 120806 11498 109308
"297" 1833 "Salzgitter" "Germany" "Materials" 4.98 0.07 3.99 0.78 "Junior" "Sales" 4 0 "Male" 92000 15962 76038
"298" 1833 "Salzgitter" "Germany" "Materials" 4.98 0.07 3.99 0.78 "Expert" "Sales" 19 19 "Male" 86250 11768 74482
"299" 1833 "Salzgitter" "Germany" "Materials" 4.98 0.07 3.99 0.78 "Senior" "IT" 38 19 "Male" 148750 11410 137340
"300" 1833 "Salzgitter" "Germany" "Materials" 4.98 0.07 3.99 0.78 "Senior" "IT" 42 18 "Male" 194800 13754 181046
"301" 1833 "Salzgitter" "Germany" "Materials" 4.98 0.07 3.99 0.78 "Senior" "IT" 20 7 "Male" 92050 3858 88192
"302" 1833 "Salzgitter" "Germany" "Materials" 4.98 0.07 3.99 0.78 "Senior" "Sales" 27 28 "Male" 144309 27711 116598
"303" 1833 "Salzgitter" "Germany" "Materials" 4.98 0.07 3.99 0.78 "Senior" "IT" 38 36 "Male" 119450 7991 111459
"304" 1846 "Basler Kantonalbank" "Switzerland" "Banking" 0.73 0.05 16.57 0.43 "Senior" "Sales" 45 39 "Male" 115000 19017 95983
"305" 1846 "Basler Kantonalbank" "Switzerland" "Banking" 0.73 0.05 16.57 0.43 "Senior" "Sales" 40 27 "Male" 101299 24840 76459
"306" 1846 "Basler Kantonalbank" "Switzerland" "Banking" 0.73 0.05 16.57 0.43 "Senior" "Sales" 17 16 "Male" 135585 22395 113190
"307" 1846 "Basler Kantonalbank" "Switzerland" "Banking" 0.73 0.05 16.57 0.43 "Senior" "IT" 14 14 "Male" 115313 9492 105821
"308" 1846 "Basler Kantonalbank" "Switzerland" "Banking" 0.73 0.05 16.57 0.43 "Senior" "Sales" 15 16 "Male" 137167 19576 117591
"309" 1846 "Basler Kantonalbank" "Switzerland" "Banking" 0.73 0.05 16.57 0.43 "Senior" "Sales" 34 33 "Male" 189409 51396 138013
"310" 1846 "Basler Kantonalbank" "Switzerland" "Banking" 0.73 0.05 16.57 0.43 "Junior" "IT" 7 6 "Female" 63100 6283 56817
"311" 1846 "Basler Kantonalbank" "Switzerland" "Banking" 0.73 0.05 16.57 0.43 "Senior" "IT" 52 48 "Male" 107200 19443 87757
"312" 1846 "Basler Kantonalbank" "Switzerland" "Banking" 0.73 0.05 16.57 0.43 "Junior" "Sales" 6 3 "Male" 84716 8867 75849
"313" 1846 "Basler Kantonalbank" "Switzerland" "Banking" 0.73 0.05 16.57 0.43 "Junior" "Sales" 8 1 "Male" 83600 9950 73650
"314" 1846 "Basler Kantonalbank" "Switzerland" "Banking" 0.73 0.05 16.57 0.43 "Senior" "IT" 31 19 "Male" 150564 13286 137278
"315" 1869 "AVA" "Germany" "Retailing" 7.04 0.02 1.29 1.22 "Junior" "Sales" 2 0 "Male" 78000 9260 68740
"316" 1869 "AVA" "Germany" "Retailing" 7.04 0.02 1.29 1.22 "Junior" "Sales" 11 3 "Female" 74692 8281 66411
"317" 1869 "AVA" "Germany" "Retailing" 7.04 0.02 1.29 1.22 "Expert" "Sales" 10 7 "Male" 105128 26399 78729
"318" 1869 "AVA" "Germany" "Retailing" 7.04 0.02 1.29 1.22 "Expert" "IT" 11 9 "Male" 83001 7693 75308
"319" 1869 "AVA" "Germany" "Retailing" 7.04 0.02 1.29 1.22 "Senior" "Sales" 25 18 "Male" 181257 26620 154637
"320" 1869 "AVA" "Germany" "Retailing" 7.04 0.02 1.29 1.22 "Junior" "Sales" 7 2 "Male" 91300 17912 73388
"321" 1869 "AVA" "Germany" "Retailing" 7.04 0.02 1.29 1.22 "Senior" "IT" 21 18 "Male" 101100 12288 88812
"322" 1869 "AVA" "Germany" "Retailing" 7.04 0.02 1.29 1.22 "Senior" "IT" 28 27 "Male" 115800 11875 103925
"323" 1869 "AVA" "Germany" "Retailing" 7.04 0.02 1.29 1.22 "Junior" "Sales" 8 4 "Male" 84500 17251 67249
"324" 1869 "AVA" "Germany" "Retailing" 7.04 0.02 1.29 1.22 "Senior" "IT" 43 43 "Male" 205500 18396 187104
"325" 1873 "Bayerische Immobilien" "Germany" "Diversified financials" 0.42 0.16 2.14 3.01 "Senior" "Sales" 40 41 "Male" 141500 12856 128644
"326" 1873 "Bayerische Immobilien" "Germany" "Diversified financials" 0.42 0.16 2.14 3.01 "Senior" "Sales" 38 38 "Male" 231545 37738 193807
"327" 1873 "Bayerische Immobilien" "Germany" "Diversified financials" 0.42 0.16 2.14 3.01 "Senior" "Sales" 22 20 "Male" 144640 37282 107358
"328" 1873 "Bayerische Immobilien" "Germany" "Diversified financials" 0.42 0.16 2.14 3.01 "Senior" "IT" 32 32 "Male" 124309 8451 115858
"329" 1873 "Bayerische Immobilien" "Germany" "Diversified financials" 0.42 0.16 2.14 3.01 "Junior" "Sales" 2 2 "Male" 89516 25023 64493
"330" 1873 "Bayerische Immobilien" "Germany" "Diversified financials" 0.42 0.16 2.14 3.01 "Senior" "Sales" 38 22 "Male" 114500 23405 91095
"331" 1873 "Bayerische Immobilien" "Germany" "Diversified financials" 0.42 0.16 2.14 3.01 "Senior" "IT" 46 40 "Male" 77202 7537 69665
"332" 1873 "Bayerische Immobilien" "Germany" "Diversified financials" 0.42 0.16 2.14 3.01 "Senior" "IT" 31 27 "Male" 163200 13762 149438
"333" 1873 "Bayerische Immobilien" "Germany" "Diversified financials" 0.42 0.16 2.14 3.01 "Expert" "Sales" 12 9 "Female" 71065 17913 53152
"334" 1873 "Bayerische Immobilien" "Germany" "Diversified financials" 0.42 0.16 2.14 3.01 "Senior" "Sales" 25 21 "Male" 145028 22923 122105
"335" 1873 "Bayerische Immobilien" "Germany" "Diversified financials" 0.42 0.16 2.14 3.01 "Senior" "IT" 42 25 "Male" 101738 14204 87534
"336" 1887 "SPAR Handels" "Germany" "Food markets" 6.84 -0.4 1.64 0.4 "Senior" "Sales" 20 16 "Male" 173200 38224 134976
"337" 1887 "SPAR Handels" "Germany" "Food markets" 6.84 -0.4 1.64 0.4 "Senior" "Sales" 23 2 "Male" 146500 17109 129391
"338" 1887 "SPAR Handels" "Germany" "Food markets" 6.84 -0.4 1.64 0.4 "Junior" "Sales" 6 2 "Male" 84240 22035 62205
"339" 1887 "SPAR Handels" "Germany" "Food markets" 6.84 -0.4 1.64 0.4 "Junior" "IT" 4 1 "Male" 72500 6875 65625
"340" 1887 "SPAR Handels" "Germany" "Food markets" 6.84 -0.4 1.64 0.4 "Junior" "Sales" 1 0 "Male" 88000 20694 67306
"341" 1887 "SPAR Handels" "Germany" "Food markets" 6.84 -0.4 1.64 0.4 "Junior" "Sales" 4 4 "Male" 92700 10014 82686
"342" 1887 "SPAR Handels" "Germany" "Food markets" 6.84 -0.4 1.64 0.4 "Senior" "IT" 28 17 "Male" 81700 4083 77617
"343" 1887 "SPAR Handels" "Germany" "Food markets" 6.84 -0.4 1.64 0.4 "Junior" "IT" 8 3 "Female" 78500 5274 73226
"344" 1887 "SPAR Handels" "Germany" "Food markets" 6.84 -0.4 1.64 0.4 "Senior" "IT" 35 35 "Male" 100351 11435 88916
"345" 1887 "SPAR Handels" "Germany" "Food markets" 6.84 -0.4 1.64 0.4 "Senior" "Sales" 26 27 "Male" 142500 24680 117820
"346" 1887 "SPAR Handels" "Germany" "Food markets" 6.84 -0.4 1.64 0.4 "Senior" "IT" 30 19 "Male" 151292 17670 133622
"347" 1912 "Investkredit Bank" "Austria" "Banking" 1.22 0.03 14.16 0.57 "Senior" "IT" 24 19 "Male" 113068 7209 105859
"348" 1912 "Investkredit Bank" "Austria" "Banking" 1.22 0.03 14.16 0.57 "Senior" "Sales" 33 31 "Male" 109785 18652 91133
"349" 1912 "Investkredit Bank" "Austria" "Banking" 1.22 0.03 14.16 0.57 "Senior" "Sales" 28 23 "Male" 126933 12664 114269
"350" 1912 "Investkredit Bank" "Austria" "Banking" 1.22 0.03 14.16 0.57 "Expert" "IT" 14 8 "Male" 100102 10032 90070
"351" 1912 "Investkredit Bank" "Austria" "Banking" 1.22 0.03 14.16 0.57 "Junior" "Sales" 3 3 "Female" 92000 21489 70511
"352" 1912 "Investkredit Bank" "Austria" "Banking" 1.22 0.03 14.16 0.57 "Expert" "Sales" 14 7 "Female" 109650 28467 81183
"353" 1912 "Investkredit Bank" "Austria" "Banking" 1.22 0.03 14.16 0.57 "Expert" "IT" 30 23 "Male" 74000 2980 71020
"354" 1912 "Investkredit Bank" "Austria" "Banking" 1.22 0.03 14.16 0.57 "Senior" "IT" 18 18 "Male" 126300 10935 115365
"355" 1912 "Investkredit Bank" "Austria" "Banking" 1.22 0.03 14.16 0.57 "Senior" "Sales" 36 38 "Male" 151445 18391 133054
"356" 1912 "Investkredit Bank" "Austria" "Banking" 1.22 0.03 14.16 0.57 "Senior" "IT" 27 19 "Male" 103275 6942 96333
"357" 1947 "Axel Springer" "Germany" "Media" 2.92 0.07 1.63 3.41 "Senior" "IT" 39 36 "Female" 137000 17124 119876
"358" 1947 "Axel Springer" "Germany" "Media" 2.92 0.07 1.63 3.41 "Expert" "Sales" 10 9 "Male" 100135 15022 85113
"359" 1947 "Axel Springer" "Germany" "Media" 2.92 0.07 1.63 3.41 "Senior" "Sales" 13 7 "Male" 129676 17331 112345
"360" 1947 "Axel Springer" "Germany" "Media" 2.92 0.07 1.63 3.41 "Senior" "IT" 16 14 "Male" 108262 12228 96034
"361" 1947 "Axel Springer" "Germany" "Media" 2.92 0.07 1.63 3.41 "Senior" "Sales" 28 25 "Male" 111751 21379 90372
"362" 1947 "Axel Springer" "Germany" "Media" 2.92 0.07 1.63 3.41 "Expert" "Sales" 11 1 "Male" 118700 17176 101524
"363" 1947 "Axel Springer" "Germany" "Media" 2.92 0.07 1.63 3.41 "Junior" "IT" 4 2 "Female" 77500 5228 72272
"364" 1947 "Axel Springer" "Germany" "Media" 2.92 0.07 1.63 3.41 "Senior" "IT" 39 9 "Male" 183800 25785 158015
"365" 1947 "Axel Springer" "Germany" "Media" 2.92 0.07 1.63 3.41 "Senior" "Sales" 20 9 "Male" 116518 20332 96186
"366" 1947 "Axel Springer" "Germany" "Media" 2.92 0.07 1.63 3.41 "Expert" "IT" 13 8 "Male" 78182 6109 72073
"367" 1965 "Valiant Holding" "Switzerland" "Banking" 0.44 0.06 12.65 1.28 "Senior" "Sales" 30 23 "Male" 175000 27675 147325
"368" 1965 "Valiant Holding" "Switzerland" "Banking" 0.44 0.06 12.65 1.28 "Senior" "Sales" 25 15 "Male" 114778 17047 97731
"369" 1965 "Valiant Holding" "Switzerland" "Banking" 0.44 0.06 12.65 1.28 "Senior" "Sales" 17 18 "Female" 122960 22099 100861
"370" 1965 "Valiant Holding" "Switzerland" "Banking" 0.44 0.06 12.65 1.28 "Expert" "IT" 25 22 "Female" 62884 4296 58588
"371" 1965 "Valiant Holding" "Switzerland" "Banking" 0.44 0.06 12.65 1.28 "Expert" "Sales" 22 7 "Male" 98510 12630 85880
